"","NGenes","Direction","PValue","FDR"
"WANG_RESPONSE_TO_PACLITAXEL_VIA_MAPK8_UP",10,"Down",0.591623386881447,0.999827083089274
"KIM_WT1_TARGETS_12HR_DN",98,"Down",0.591834322444952,0.999827083089274
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",30,"Up",0.591900358953186,0.999827083089274
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS",16,"Up",0.592199414370337,0.999827083089274
"PATTERSON_DOCETAXEL_RESISTANCE",17,"Up",0.592796290589101,0.999827083089274
"DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2",69,"Down",0.593049469452947,0.999827083089274
"PID_WNT_SIGNALING_PATHWAY",21,"Down",0.593191768082197,0.999827083089274
"MIKKELSEN_NPC_HCP_WITH_H3K27ME3",181,"Up",0.593217796230093,0.999827083089274
"PENG_GLUTAMINE_DEPRIVATION_DN",161,"Up",0.593231734471616,0.999827083089274
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",35,"Down",0.593691506372461,0.999827083089274
"RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_UP",53,"Up",0.594282238742903,0.999827083089274
"MATTIOLI_MGUS_VS_PCL",55,"Up",0.594417431220549,0.999827083089274
"ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN",109,"Down",0.594842480734314,0.999827083089274
"AMIT_SERUM_RESPONSE_40_MCF10A",25,"Up",0.595115809051143,0.999827083089274
"SCHAVOLT_TARGETS_OF_TP53_AND_TP63",11,"Down",0.595356214031174,0.999827083089274
"REACTOME_CS_DS_DEGRADATION",11,"Down",0.595400979896149,0.999827083089274
"MATZUK_EARLY_ANTRAL_FOLLICLE",11,"Down",0.595756748302314,0.999827083089274
"HEIDENBLAD_AMPLIFIED_IN_BONE_CANCER",5,"Down",0.595899875606862,0.999827083089274
"ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP",80,"Up",0.595966576954396,0.999827083089274
"BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN",9,"Down",0.596274564497619,0.999827083089274
"REACTOME_CELL_JUNCTION_ORGANIZATION",36,"Up",0.596423401583732,0.999827083089274
"SU_THYMUS",13,"Up",0.597049649884442,0.999827083089274
"TING_SILENCED_BY_DICER",15,"Down",0.597137133891267,0.999827083089274
"LY_AGING_MIDDLE_DN",10,"Down",0.597219229866018,0.999827083089274
"VALK_AML_WITH_11Q23_REARRANGED",9,"Down",0.597440056895851,0.999827083089274
"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS",28,"Up",0.597479423833531,0.999827083089274
"MIKKELSEN_PARTIALLY_REPROGRAMMED_TO_PLURIPOTENCY",7,"Down",0.597563262579355,0.999827083089274
"TERAO_AOX4_TARGETS_SKIN_DN",7,"Up",0.597599533979451,0.999827083089274
"BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN",20,"Down",0.597935814146241,0.999827083089274
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN",17,"Down",0.598236624059899,0.999827083089274
"REACTOME_METABOLISM_OF_NON_CODING_RNA",8,"Down",0.598387994821855,0.999827083089274
"SEKI_INFLAMMATORY_RESPONSE_LPS_DN",12,"Down",0.598632532080965,0.999827083089274
"YAGI_AML_WITH_T_9_11_TRANSLOCATION",59,"Down",0.5986867174661,0.999827083089274
"REACTOME_SIGNALING_BY_WNT",41,"Down",0.598885391534121,0.999827083089274
"REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS",13,"Down",0.598903594064017,0.999827083089274
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION",156,"Down",0.59899360652314,0.999827083089274
"KEGG_VIRAL_MYOCARDITIS",61,"Down",0.59907425086613,0.999827083089274
"CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN",20,"Down",0.599157336753344,0.999827083089274
"REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS",5,"Down",0.599199452741552,0.999827083089274
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",60,"Up",0.599272406808065,0.999827083089274
"LOPEZ_MESOTHELIOMA_SURVIVAL_WORST_VS_BEST_UP",6,"Down",0.59936939223686,0.999827083089274
"GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP",252,"Down",0.599733799961999,0.999827083089274
"KIM_GERMINAL_CENTER_T_HELPER_UP",21,"Down",0.599804762985802,0.999827083089274
"ST_B_CELL_ANTIGEN_RECEPTOR",31,"Down",0.599918465454073,0.999827083089274
"HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_UP",46,"Down",0.600287145633976,0.999827083089274
"ENK_UV_RESPONSE_EPIDERMIS_UP",145,"Down",0.600491441661295,0.999827083089274
"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",110,"Up",0.600774208209456,0.999827083089274
"BIOCARTA_PTEN_PATHWAY",17,"Down",0.601042530088999,0.999827083089274
"TOMLINS_PROSTATE_CANCER_UP",19,"Down",0.60162096967059,0.999827083089274
"BIOCARTA_FAS_PATHWAY",27,"Down",0.60179107711903,0.999827083089274
"IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR",35,"Up",0.601802854600217,0.999827083089274
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE",3,"Up",0.601909657382212,0.999827083089274
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE",3,"Up",0.601909657382212,0.999827083089274
"PEART_HDAC_PROLIFERATION_CLUSTER_DN",52,"Down",0.6023213307288,0.999827083089274
"CADWELL_ATG16L1_TARGETS_DN",23,"Up",0.602591264660884,0.999827083089274
"BIOCARTA_IL7_PATHWAY",14,"Down",0.603041902329333,0.999827083089274
"GENTILE_UV_RESPONSE_CLUSTER_D1",11,"Down",0.603053386297847,0.999827083089274
"RODRIGUES_DCC_TARGETS_DN",61,"Up",0.603098101006972,0.999827083089274
"ST_INTERFERON_GAMMA_PATHWAY",9,"Down",0.603103274631954,0.999827083089274
"RATTENBACHER_BOUND_BY_CELF1",127,"Up",0.603355399806856,0.999827083089274
"STANELLE_E2F1_TARGETS",20,"Down",0.603356983809373,0.999827083089274
"BIOCARTA_EGFR_SMRTE_PATHWAY",10,"Up",0.603372140758119,0.999827083089274
"GAJATE_RESPONSE_TO_TRABECTEDIN_UP",39,"Up",0.603373598426628,0.999827083089274
"SMITH_LIVER_CANCER",21,"Up",0.60395513049275,0.999827083089274
"REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX",15,"Up",0.603969261774061,0.999827083089274
"FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP",47,"Down",0.604079860351449,0.999827083089274
"AUNG_GASTRIC_CANCER",25,"Down",0.604571473655035,0.999827083089274
"ZHAN_MULTIPLE_MYELOMA_CD1_DN",13,"Down",0.604733129832345,0.999827083089274
"HAHTOLA_SEZARY_SYNDROM_UP",50,"Down",0.605199166791148,0.999827083089274
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",11,"Down",0.605223392651811,0.999827083089274
"REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK",18,"Down",0.605247184395302,0.999827083089274
"WANG_PROSTATE_CANCER_ANDROGEN_INDEPENDENT",39,"Down",0.60528992616673,0.999827083089274
"LEE_LIVER_CANCER_ACOX1_UP",43,"Down",0.60540600852662,0.999827083089274
"REACTOME_REGULATION_OF_IFNA_SIGNALING",20,"Up",0.605429529659649,0.999827083089274
"YIH_RESPONSE_TO_ARSENITE_C2",17,"Up",0.605533112843224,0.999827083089274
"TAVOR_CEBPA_TARGETS_UP",34,"Up",0.605540904428636,0.999827083089274
"REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION",16,"Up",0.605558214849694,0.999827083089274
"REACTOME_RNA_POL_I_TRANSCRIPTION",26,"Down",0.60560710703694,0.999827083089274
"WIEMANN_TELOMERE_SHORTENING_AND_CHRONIC_LIVER_DAMAGE_UP",7,"Down",0.605676067809799,0.999827083089274
"REACTOME_SIGNALING_BY_ILS",85,"Down",0.605704917990359,0.999827083089274
"LEE_LIVER_CANCER_CIPROFIBRATE_UP",45,"Down",0.606099158683271,0.999827083089274
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_UP",13,"Up",0.606455536267428,0.999827083089274
"GALLUZZI_PERMEABILIZE_MITOCHONDRIA",29,"Up",0.606587121590077,0.999827083089274
"KIM_GLIS2_TARGETS_DN",2,"Down",0.606668381409426,0.999827083089274
"ZHENG_IL22_SIGNALING_UP",35,"Up",0.606882223777182,0.999827083089274
"MARKEY_RB1_CHRONIC_LOF_UP",79,"Up",0.606884314300684,0.999827083089274
"POOLA_INVASIVE_BREAST_CANCER_DN",73,"Up",0.607057942505796,0.999827083089274
"MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_6",20,"Up",0.607140256627671,0.999827083089274
"WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP",54,"Down",0.607225030910337,0.999827083089274
"REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP",6,"Up",0.6075905362834,0.999827083089274
"BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_DN",13,"Up",0.607597666757694,0.999827083089274
"BIOCARTA_CFTR_PATHWAY",10,"Down",0.607655194216257,0.999827083089274
"BIOCARTA_GATA3_PATHWAY",15,"Up",0.607675433756081,0.999827083089274
"SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN",36,"Down",0.607689720947702,0.999827083089274
"RICKMAN_HEAD_AND_NECK_CANCER_B",21,"Down",0.607691791559896,0.999827083089274
"REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21",39,"Down",0.607750469408034,0.999827083089274
"GHANDHI_DIRECT_IRRADIATION_UP",58,"Up",0.607815885600623,0.999827083089274
"BYSTRYKH_HEMATOPOIESIS_STEM_CELL_AND_BRAIN_QTL_CIS",25,"Down",0.607965809106044,0.999827083089274
"KIM_GERMINAL_CENTER_T_HELPER_DN",9,"Up",0.608184838396491,0.999827083089274
"PID_KIT_PATHWAY",44,"Down",0.608461886678263,0.999827083089274
"CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP",87,"Down",0.608541936616327,0.999827083089274
"RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN",171,"Down",0.608961208319526,0.999827083089274
"KRASNOSELSKAYA_ILF3_TARGETS_UP",25,"Down",0.609368150825907,0.999827083089274
"CUI_GLUCOSE_DEPRIVATION",33,"Up",0.609416427212611,0.999827083089274
"JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN",15,"Down",0.609436365803762,0.999827083089274
"SHIN_B_CELL_LYMPHOMA_CLUSTER_8",30,"Down",0.609678052337219,0.999827083089274
"MURAKAMI_UV_RESPONSE_6HR_UP",30,"Down",0.609802302681162,0.999827083089274
"GARCIA_TARGETS_OF_FLI1_AND_DAX1_UP",17,"Down",0.609924551795973,0.999827083089274
"HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_UP",14,"Up",0.609982945714473,0.999827083089274
"YIH_RESPONSE_TO_ARSENITE_C4",17,"Down",0.610430273760293,0.999827083089274
"TOYOTA_TARGETS_OF_MIR34B_AND_MIR34C",119,"Down",0.61046039950959,0.999827083089274
"PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP",72,"Up",0.610575905470812,0.999827083089274
"GENTLES_LEUKEMIC_STEM_CELL_DN",7,"Up",0.610767130714098,0.999827083089274
"BRUECKNER_TARGETS_OF_MIRLET7A3_DN",40,"Up",0.611122844773967,0.999827083089274
"LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN",52,"Down",0.611541889585366,0.999827083089274
"LINDGREN_BLADDER_CANCER_CLUSTER_1_UP",40,"Up",0.612262916198017,0.999827083089274
"REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",24,"Down",0.612341367011687,0.999827083089274
"NIKOLSKY_BREAST_CANCER_8Q23_Q24_AMPLICON",38,"Down",0.612677431362998,0.999827083089274
"CHANG_CORE_SERUM_RESPONSE_DN",74,"Up",0.612950214607123,0.999827083089274
"ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP",27,"Up",0.613059605261184,0.999827083089274
"FAELT_B_CLL_WITH_VH_REARRANGEMENTS_UP",28,"Down",0.613277456539492,0.999827083089274
"LIM_MAMMARY_STEM_CELL_UP",219,"Down",0.61361078347013,0.999827083089274
"FIGUEROA_AML_METHYLATION_CLUSTER_7_UP",37,"Up",0.61378907781152,0.999827083089274
"TIAN_TNF_SIGNALING_NOT_VIA_NFKB",15,"Up",0.613847583879991,0.999827083089274
"OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP",66,"Up",0.613916099628644,0.999827083089274
"DOANE_RESPONSE_TO_ANDROGEN_UP",63,"Up",0.614425132868982,0.999827083089274
"ZEMBUTSU_SENSITIVITY_TO_VINBLASTINE",11,"Up",0.614512602751606,0.999827083089274
"WNT_SIGNALING",65,"Down",0.614530309744736,0.999827083089274
"REACTOME_SYNTHESIS_OF_DNA",60,"Down",0.615179784825101,0.999827083089274
"REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS",12,"Down",0.61530007303319,0.999827083089274
"VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_UP",9,"Down",0.615539621500398,0.999827083089274
"LY_AGING_OLD_DN",33,"Down",0.615828632867057,0.999827083089274
"REACTOME_PHOSPHOLIPID_METABOLISM",70,"Down",0.61594453665134,0.999827083089274
"KEGG_GLUTATHIONE_METABOLISM",32,"Up",0.615960253440247,0.999827083089274
"PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN",61,"Down",0.616063855710232,0.999827083089274
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING",34,"Up",0.616113197455332,0.999827083089274
"SCHLESINGER_METHYLATED_DE_NOVO_IN_CANCER",65,"Up",0.616601346919027,0.999827083089274
"YANG_BREAST_CANCER_ESR1_DN",10,"Up",0.616608681088186,0.999827083089274
"KUNINGER_IGF1_VS_PDGFB_TARGETS_DN",23,"Down",0.616845628008678,0.999827083089274
"HILLION_HMGA1B_TARGETS",73,"Up",0.616936866115578,0.999827083089274
"BIOCARTA_SKP2E2F_PATHWAY",9,"Down",0.617624235475932,0.999827083089274
"BYSTRYKH_HEMATOPOIESIS_STEM_CELL_FLI1",7,"Down",0.617626879652592,0.999827083089274
"SERVITJA_LIVER_HNF1A_TARGETS_DN",90,"Down",0.617953433106922,0.999827083089274
"KEGG_PEROXISOME",41,"Up",0.6180682898056,0.999827083089274
"WONG_MITOCHONDRIA_GENE_MODULE",79,"Up",0.618257779410969,0.999827083089274
"PID_HES_HEY_PATHWAY",40,"Down",0.618442319442471,0.999827083089274
"GALE_APL_WITH_FLT3_MUTATED_UP",9,"Down",0.618550882794624,0.999827083089274
"HOFFMANN_PRE_BI_TO_LARGE_PRE_BII_LYMPHOCYTE_DN",47,"Up",0.618617013975058,0.999827083089274
"REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE",26,"Down",0.618791981697154,0.999827083089274
"WATANABE_COLON_CANCER_MSI_VS_MSS_UP",15,"Down",0.619014261284716,0.999827083089274
"ZHENG_FOXP3_TARGETS_DN",3,"Down",0.619547588103124,0.999827083089274
"PEDERSEN_TARGETS_OF_611CTF_ISOFORM_OF_ERBB2",35,"Down",0.619686683966202,0.999827083089274
"PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_DN",4,"Down",0.619741794412407,0.999827083089274
"ZHAN_EARLY_DIFFERENTIATION_GENES_DN",31,"Up",0.619919927970062,0.999827083089274
"MARKEY_RB1_ACUTE_LOF_UP",143,"Down",0.619949495980745,0.999827083089274
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_DN",3,"Up",0.619971259882712,0.999827083089274
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",34,"Up",0.619972064578864,0.999827083089274
"REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER",7,"Down",0.620071744865945,0.999827083089274
"MAYBURD_RESPONSE_TO_L663536_DN",22,"Down",0.620096313393473,0.999827083089274
"HU_GENOTOXIC_DAMAGE_4HR",21,"Up",0.620170326209083,0.999827083089274
"REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR",21,"Up",0.62043743160066,0.999827083089274
"PENG_GLUTAMINE_DEPRIVATION_UP",25,"Up",0.62081059736773,0.999827083089274
"YOSHIOKA_LIVER_CANCER_EARLY_RECURRENCE_UP",12,"Down",0.620934027298232,0.999827083089274
"FARMER_BREAST_CANCER_CLUSTER_8",4,"Down",0.621025186950274,0.999827083089274
"RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP",238,"Down",0.621174660109336,0.999827083089274
"PID_HIV_NEF_PATHWAY",32,"Down",0.621203155983533,0.999827083089274
"GENTILE_UV_RESPONSE_CLUSTER_D6",19,"Down",0.621225314171021,0.999827083089274
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_30",4,"Up",0.621725775885775,0.999827083089274
"ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP",57,"Down",0.622345949797625,0.999827083089274
"ACEVEDO_FGFR1_TARGETS_IN_PROSTATE_CANCER_MODEL_UP",140,"Up",0.622507749435261,0.999827083089274
"REACTOME_GENERIC_TRANSCRIPTION_PATHWAY",99,"Up",0.622854010883885,0.999827083089274
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES",26,"Down",0.623037939701392,0.999827083089274
"JOHNSTONE_PARVB_TARGETS_1_UP",2,"Down",0.623183952717399,0.999827083089274
"KEGG_SELENOAMINO_ACID_METABOLISM",7,"Down",0.623219028390007,0.999827083089274
"CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP",84,"Up",0.623250891162448,0.999827083089274
"REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE",8,"Down",0.623395458352306,0.999827083089274
"RAY_TARGETS_OF_P210_BCR_ABL_FUSION_UP",8,"Down",0.623546655666681,0.999827083089274
"BIDUS_METASTASIS_UP",87,"Down",0.62373554713893,0.999827083089274
"XU_HGF_TARGETS_REPRESSED_BY_AKT1_UP",5,"Up",0.623936757196693,0.999827083089274
"PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_5",6,"Up",0.624118551844527,0.999827083089274
"HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_DN",7,"Up",0.624371927973991,0.999827083089274
"REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN",7,"Down",0.624598375131145,0.999827083089274
"SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION",44,"Down",0.624704452442048,0.999827083089274
"LOPEZ_MESOTHELIOMA_SURVIVAL_UP",3,"Up",0.624753874665334,0.999827083089274
"KEGG_RIBOFLAVIN_METABOLISM",5,"Up",0.624822285341734,0.999827083089274
"WANG_TUMOR_INVASIVENESS_DN",133,"Up",0.624894413142203,0.999827083089274
"REICHERT_G1S_REGULATORS_AS_PI3K_TARGETS",8,"Down",0.625409857026476,0.999827083089274
"LANDIS_ERBB2_BREAST_TUMORS_65_DN",23,"Down",0.625764311339425,0.999827083089274
"AUJLA_IL22_AND_IL17A_SIGNALING",3,"Up",0.626223043619293,0.999827083089274
"RIZKI_TUMOR_INVASIVENESS_2D_DN",30,"Down",0.626336648856318,0.999827083089274
"CHOI_ATL_STAGE_PREDICTOR",16,"Down",0.626554841254991,0.999827083089274
"MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_UP",116,"Up",0.626622947734207,0.999827083089274
"LEE_LIVER_CANCER",26,"Up",0.626899546422008,0.999827083089274
"NIKOLSKY_BREAST_CANCER_20Q12_Q13_AMPLICON",42,"Up",0.62712759929833,0.999827083089274
"FIGUEROA_AML_METHYLATION_CLUSTER_4_DN",7,"Down",0.627348221002054,0.999827083089274
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",86,"Down",0.627438886206726,0.999827083089274
"SMIRNOV_RESPONSE_TO_IR_6HR_UP",71,"Down",0.627488607322535,0.999827083089274
"RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2",19,"Down",0.628315242729827,0.999827083089274
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE",10,"Down",0.628396363064759,0.999827083089274
"REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS",6,"Up",0.628540605245386,0.999827083089274
"REACTOME_APOPTOTIC_EXECUTION_PHASE",39,"Down",0.629191034949884,0.999827083089274
"HASINA_NOL7_TARGETS_DN",13,"Up",0.629839977693217,0.999827083089274
"REN_ALVEOLAR_RHABDOMYOSARCOMA_DN",223,"Up",0.630766770306855,0.999827083089274
"PARK_HSC_MARKERS",29,"Up",0.630788878397589,0.999827083089274
"KEGG_PANCREATIC_CANCER",60,"Down",0.631063688554196,0.999827083089274
"SIMBULAN_UV_RESPONSE_IMMORTALIZED_DN",25,"Down",0.631208678110362,0.999827083089274
"TERAMOTO_OPN_TARGETS_CLUSTER_7",11,"Up",0.631238516236893,0.999827083089274
"SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN",13,"Up",0.631686441395066,0.999827083089274
"GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP",65,"Down",0.631831304272081,0.999827083089274
"REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY",6,"Up",0.63184140907883,0.999827083089274
"GRUETZMANN_PANCREATIC_CANCER_UP",236,"Down",0.631900111136356,0.999827083089274
"REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS",9,"Up",0.632202618881184,0.999827083089274
"REACTOME_CHROMOSOME_MAINTENANCE",37,"Up",0.632242230769564,0.999827083089274
"JI_RESPONSE_TO_FSH_DN",38,"Down",0.632251035293077,0.999827083089274
"COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP",34,"Up",0.632404370634833,0.999827083089274
"FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP",32,"Down",0.632433259981008,0.999827083089274
"ELVIDGE_HYPOXIA_DN",58,"Down",0.632433546706364,0.999827083089274
"DORN_ADENOVIRUS_INFECTION_12HR_DN",23,"Up",0.633119717799851,0.999827083089274
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3",214,"Up",0.633151441924934,0.999827083089274
"PID_TXA2PATHWAY",49,"Down",0.633254129792634,0.999827083089274
"BIOCARTA_NO1_PATHWAY",27,"Down",0.63331980374826,0.999827083089274
"REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS",18,"Up",0.633492606563339,0.999827083089274
"KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP",65,"Up",0.633595906717345,0.999827083089274
"REACTOME_SIGNALING_BY_EGFR_IN_CANCER",75,"Down",0.633653195927776,0.999827083089274
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",14,"Up",0.633704267149856,0.999827083089274
"SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES",45,"Down",0.633970981035874,0.999827083089274
"ZHENG_BOUND_BY_FOXP3",193,"Up",0.634022822175668,0.999827083089274
"NIKOLSKY_OVERCONNECTED_IN_BREAST_CANCER",19,"Down",0.634417927408621,0.999827083089274
"SHEPARD_BMYB_TARGETS",38,"Down",0.634472217595957,0.999827083089274
"BIOCARTA_MONOCYTE_PATHWAY",11,"Down",0.634618682537719,0.999827083089274
"CORRE_MULTIPLE_MYELOMA_UP",33,"Up",0.63469731399211,0.999827083089274
"NIELSEN_MALIGNAT_FIBROUS_HISTIOCYTOMA_UP",13,"Down",0.634705701840652,0.999827083089274
"YAMASHITA_LIVER_CANCER_STEM_CELL_UP",39,"Up",0.634712000935229,0.999827083089274
"CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_DN",16,"Down",0.634747674945423,0.999827083089274
"BIOCARTA_RANMS_PATHWAY",6,"Down",0.635011775291941,0.999827083089274
"REACTOME_PHASE_II_CONJUGATION",31,"Down",0.635154417231106,0.999827083089274
"WOOD_EBV_EBNA1_TARGETS_UP",64,"Up",0.635298441965608,0.999827083089274
"WU_HBX_TARGETS_2_DN",12,"Up",0.635386047679493,0.999827083089274
"FEVR_CTNNB1_TARGETS_DN",271,"Down",0.635480308951836,0.999827083089274
"AMIT_SERUM_RESPONSE_20_MCF10A",10,"Down",0.635855318919871,0.999827083089274
"PID_ATF2_PATHWAY",52,"Down",0.635936219054852,0.999827083089274
"MASSARWEH_TAMOXIFEN_RESISTANCE_DN",88,"Up",0.636151898741906,0.999827083089274
"SU_PLACENTA",20,"Down",0.636191059396686,0.999827083089274
"REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS",22,"Down",0.636258330401589,0.999827083089274
"REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS",7,"Down",0.636423170851449,0.999827083089274
"PID_PTP1B_PATHWAY",49,"Down",0.636543485493786,0.999827083089274
"BROWNE_HCMV_INFECTION_4HR_DN",127,"Up",0.636735393610753,0.999827083089274
"CHESLER_BRAIN_QTL_TRANS",2,"Down",0.6372311330694,0.999827083089274
"AMIT_EGF_RESPONSE_40_MCF10A",13,"Down",0.637352086421849,0.999827083089274
"WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_UP",12,"Up",0.637407666048722,0.999827083089274
"CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP",85,"Down",0.637490597267982,0.999827083089274
"REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX",7,"Down",0.637757327120364,0.999827083089274
"REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX",7,"Down",0.637757327120364,0.999827083089274
"TAGHAVI_NEOPLASTIC_TRANSFORMATION",6,"Up",0.638109208742268,0.999827083089274
"SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP",41,"Up",0.638335953609516,0.999827083089274
"GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN",36,"Up",0.638369032793895,0.999827083089274
"VERHAAK_GLIOBLASTOMA_PRONEURAL",76,"Up",0.638370061183506,0.999827083089274
"AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_DN",10,"Down",0.638411397076151,0.999827083089274
"ST_P38_MAPK_PATHWAY",31,"Up",0.638553938477886,0.999827083089274
"MEISSNER_BRAIN_HCP_WITH_H3K4ME2",5,"Down",0.638811488077035,0.999827083089274
"INGRAM_SHH_TARGETS_DN",38,"Up",0.638880109957059,0.999827083089274
"VARELA_ZMPSTE24_TARGETS_UP",24,"Up",0.638955671822614,0.999827083089274
"REACTOME_G1_S_TRANSITION",76,"Down",0.639020708763882,0.999827083089274
